Sentiment,Text,Clean_Text,Predicted_Sentiment
Negative,بيه الزناخه,بيه الزناخه,Negative
Negative,تابعت هذا الجوال من بدايه صدوره وقبل اقترابه للعالم العربي فعلا يستحق كل هذه الاهميه,تابعت هذا الجوال من بدايه صدوره وقبل اقترابه للعالم العربي فعلا يستحق كل هذه الاهميه,Negative
Negative,تاثير الغرب مبين على العرب المجانين,تاثير الغرب مبين على العرب المجانين,Negative
Negative,تافهين جدا,تافهين جدا,Positive
Positive,تايم لاين اردني واعي ومثقف لفت انتباه زين الاردن لتغيير محتوى تغريدتها  شكرا لاحترامكم الراي العام في الاردن,تايم لاين اردني واعي ومثقف لفت انتباه زين الاردن لتغيير محتوى تغريدتها  شكرا لاحترامكم الراي العام في الاردن,Positive
Negative,تبا لكم,تبا لكم,Negative
Positive,تبارك الرحمن اللهم زد فينا وبارك لنا يارحم الرحمين,تبارك الرحمن اللهم زد فينا وبارك لنا يارحم الرحمين,Positive
Positive,تبتنا ياربن علي دكرك وشكرك حسن الخشوع في صلاتك,تبتنا ياربن علي دكرك وشكرك حسن الخشوع في صلاتك,Positive
Negative,تبون تقنعونا انكم تخافون على صحه المدخن وعلشان كذا رفعتوا السعر..بيشترونه ولو ب100 دينار  وبيدخنون ولو بعظم وورق شجر,تبون تقنعونا انكم تخافون على صحه المدخن وعلشان كذا رفعتوا السعربيشترونه ولو ب دينار  وبيدخنون ولو بعظم وورق شجر,Negative
Negative,تحطم ماتبقى من اطيافي,تحطم ماتبقى من اطيافي,Negative
Positive,تحيه لاهل فلسطين الغاليه,تحيه لاهل فلسطين الغاليه,Negative
Positive,تحيه محبه وسلام ,تحيه محبه وسلام,Negative
Negative,تخسا هما وكل واحد بشد على يدهم مشكلتو شعب سوري يدعون البراء وهم في قمه النذاله,تخسا هما وكل واحد بشد على يدهم مشكلتو شعب سوري يدعون البراء وهم في قمه النذاله,Negative
Negative,تدرون يا جماعه الخير انها بتتعدب والله,تدرون يا جماعه الخير انها بتتعدب والله,Negative
Positive,تذكر من كذب يكتب عندا الله كاذب لا اله الا الله اما من يتحرى الصدق يكتب عندا الله صادقا,تذكر من كذب يكتب عندا الله كاذب لا اله الا الله اما من يتحرى الصدق يكتب عندا الله صادقا,Positive
Positive,ترتيب ونظام منقطع النظير في احدى مدارس الاناث بقطاع غزه,ترتيب ونظام منقطع النظير في احدى مدارس الاناث بقطاع غزه,Positive
Positive,تركنا كل شئ من اجل رضا الله اللهم ارضى عنا,تركنا كل شئ من اجل رضا الله اللهم ارضى عنا,Positive
Negative,ترى هاي فاهمه موضوع الوطنيه غلط ترى مش لحالك اردنيه والله اعلم اذا انك اردنيه اصلا شغل سوالف حصيده,ترى هاي فاهمه موضوع الوطنيه غلط ترى مش لحالك اردنيه والله اعلم اذا انك اردنيه اصلا شغل سوالف حصيده,Negative
Positive,تسلم انت وافكارك,تسلم انت وافكارك,Positive
Negative,تسلم صرمايتك,تسلم صرمايتك,Negative
Negative,تضحك كانها مفجوعه من شيئ,تضحك كانها مفجوعه من شيئ,Positive
Negative,تضرب منك لعدوله,تضرب منك لعدوله,Negative
Negative,تعليم الاطفال على الاغاني وعلى الرقص بدل من تعليم القران الكريم بدل من تعليم الدين الله لا يوفقكم,تعليم الاطفال على الاغاني وعلى الرقص بدل من تعليم القران الكريم بدل من تعليم الدين الله لا يوفقكم,Negative
Negative,تغني وهي متقرفه,تغني وهي متقرفه,Negative
Positive,تفائلوا بالخير تجدوه اعملوا الصالحات,تفائلوا بالخير تجدوه اعملوا الصالحات,Positive
Negative,تفه عليك وع شكلك اول ما نشهرت طلقت زوجها خنزيره,تفه عليك وع شكلك اول ما نشهرت طلقت زوجها خنزيره,Negative
Negative,تفو كس امك حماره,تفو كس امك حماره,Negative
Negative,تقول داخله فيها ترله انحولت مع الاغنيه,تقول داخله فيها ترله انحولت مع الاغنيه,Negative
Negative,تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج,تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج,Negative
Negative,تليفيزيون المستقبل صار سيء للغايه ما ادري ليش,تليفيزيون المستقبل صار سيء للغايه ما ادري ليش,Negative
Negative,تم تنفيذ الحكم الي في الرد الاول وتم اعدام اول راس والباقي بالطريق,تم تنفيذ الحكم الي في الرد الاول وتم اعدام اول راس والباقي بالطريق,Negative
Positive,تماما اللهم لا تحرمنا الصدق في الكلام,تماما اللهم لا تحرمنا الصدق في الكلام,Positive
Negative,تنظرون لا الشام يقتلون بدم بارد,تنظرون لا الشام يقتلون بدم بارد,Negative
Positive,توكلت عليك يا الله,توكلت عليك يا الله,Positive
Negative,تويتر صاير ممل,تويتر صاير ممل,Negative
Negative,تؤلمني باسم الحب,تؤلمني باسم الحب,Negative
Negative,تيس مابفهم,تيس مابفهم,Negative
Positive,ثبتك الله يا استاذي ونصرك,ثبتك الله يا استاذي ونصرك,Positive
Negative,ثقيلين دم كثير,ثقيلين دم كثير,Negative
Negative,ثكلتك امك,ثكلتك امك,Negative
Negative,جابو المسخره لنفسهم الله لايردهم,جابو المسخره لنفسهم الله لايردهم,Negative
Positive,جامعه العلوم والتكنولوجيا الاردنيه افضل من 92.7% من جامعات العالم و 98.2% من جامعات الوطن العربي طبقا لتصنيف ويب,جامعه العلوم والتكنولوجيا الاردنيه افضل من  من جامعات العالم و  من جامعات الوطن العربي طبقا لتصنيف ويب,Negative
Negative,جد اشي بخزي,جد اشي بخزي,Negative
Positive,جزاك الله خيرا ياستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من امثالك,جزاك الله خيرا ياستاذ مصطفى على ماتبثه في انفسنا ربنا يكثر من امثالك,Positive
Positive,جزاك الله كل خير بسمه امل رائعه وشيقه جد,جزاك الله كل خير بسمه امل رائعه وشيقه جد,Positive
Positive,جزاك الله كل خير دكتور عمرو ربنا يتقبل منا منكم سائر الاعمال,جزاك الله كل خير دكتور عمرو ربنا يتقبل منا منكم سائر الاعمال,Positive
